,index,UTM_X,UTM_Y,Lithology,Dist_from_fault,Probability_Mineralization
9945,9945,409000,2791750,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,10485.931607469996,0
9946,9946,409050,2791750,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,10445.244947373827,0
9947,9947,409100,2791750,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,10404.639462506075,0
9948,9948,409150,2791750,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,10364.116106974046,0
9949,9949,409200,2791750,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,10323.675847920598,0
9950,9950,430550,2791750,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6297.297950862597,1
9951,9951,430600,2791750,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6337.326997724952,1
9952,9952,430650,2791750,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6377.496802841131,1
9953,9953,430700,2791750,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6417.804723143588,1
9954,9954,430750,2791750,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6458.248172574311,1
9955,9955,430800,2791750,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6498.82462086143,1
9956,9956,430850,2791750,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6539.53159231378,1
9957,9957,430900,2791750,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6580.366664633916,1
9958,9958,430950,2791750,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6621.327467749996,1
9959,9959,431000,2791750,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6662.4116826668605,1
9960,9960,431050,2791750,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6703.617040336594,1
9961,9961,431100,2791750,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6744.941320548789,1
9962,9962,431150,2791750,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6786.3823508406695,1
9963,9963,431200,2791750,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6827.93800542719,1
9964,9964,431250,2791750,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6869.606204151175,1
9965,9965,431300,2791750,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6911.384911453536,1
9966,9966,431350,2791750,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6953.272135363529,1
9967,9967,431400,2791750,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6995.265926509026,1
9968,9968,431450,2791750,BIOTITE SCHIST,7037.364377146708,1
9969,9969,431500,2791750,BIOTITE SCHIST,7079.565620212073,1
9970,9970,431550,2791750,BIOTITE SCHIST,7121.867828389126,1
9971,9971,431600,2791750,BIOTITE SCHIST,7164.26921319958,1
9972,9972,431650,2791750,BIOTITE SCHIST,7206.768024111407,1
9973,9973,431700,2791750,BIOTITE SCHIST,7249.362547666513,1
9974,9974,431750,2791750,"DOLO.MARBLE,CALC-BIO. SCHIST, ACTINOLITE SCHIST",7292.051106627353,1
9975,9975,445800,2791750,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,4291.1726061642075,1
9976,9976,445850,2791750,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,4340.569466045076,1
9977,9977,445900,2791750,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,4389.979982099185,1
9978,9978,445950,2791750,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,4439.403698347367,1
9979,9979,446000,2791750,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,4488.840178773243,1
9980,9980,446050,2791750,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,4538.2890062486895,1
9981,9981,446100,2791750,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,4587.749781527589,1
9982,9982,446150,2791750,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,4637.222122302873,1
9983,9983,446200,2791750,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,4686.705662322297,1
9984,9984,446250,2791750,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,4736.20005055874,1
9985,9985,446300,2791750,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,4785.704950431163,1
9986,9986,446350,2791750,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,4835.220039072685,1
9987,9987,446400,2791750,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,4884.7450066424935,1
9988,9988,446450,2791750,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,4934.279555678569,1
9989,9989,446500,2791750,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,4983.823400488446,1
9990,9990,446550,2791750,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,5033.376266575442,1
9991,9991,446600,2791750,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,5082.9378900979755,1
9992,9992,446650,2791750,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,5132.508017359776,1
9993,9993,446700,2791750,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,5182.086404328965,1
9994,9994,446750,2791750,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,5231.672816184115,1
9995,9995,446800,2791750,STAU-KYANITE-GRAPHITE-MICA SCHIST&CALC SIL MARBLE,5281.267026885551,1
9996,9996,447950,2791750,"QUARTZITE, MARBLE, CONGLOMERATE",6093.678268115615,1
9997,9997,408500,2791800,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,10925.051805697576,0
9998,9998,408550,2791800,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,10883.709721013147,0
9999,9999,408600,2791800,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,10842.44057513696,0
10000,10000,408650,2791800,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,10801.24520411774,0
10001,10001,408700,2791800,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,10760.124455301466,0
10002,10002,408750,2791800,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,10719.079187489795,0
10003,10003,408800,2791800,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,10678.11027110027,0
10004,10004,408850,2791800,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,10637.218588328307,0
10005,10005,408900,2791800,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,10596.405033310943,0
10006,10006,408950,2791800,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,10555.670512292321,0
10007,10007,409000,2791800,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,10515.01594379095,0
10008,10008,409050,2791800,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,10474.44225876863,0
10009,10009,409100,2791800,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,10433.950400801139,0
10010,10010,430650,2791800,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6347.946085817432,1
10011,10011,430700,2791800,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6388.440459345312,1
10012,10012,430750,2791800,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6429.068633694575,1
10013,10013,430800,2791800,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6469.828088203792,1
10014,10014,430850,2791800,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6510.716357288652,1
10015,10015,430900,2791800,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6551.731029218256,1
10016,10016,430950,2791800,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6592.869744912043,1
10017,10017,431000,2791800,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6634.130196757664,1
10018,10018,431050,2791800,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6675.510127449974,1
10019,10019,431100,2791800,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6717.007328851329,1
10020,10020,431150,2791800,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6758.619640873257,1
10021,10021,431200,2791800,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6800.344950379578,1
10022,10022,431250,2791800,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6842.181190110967,1
10023,10023,431300,2791800,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6884.126337630913,1
10024,10024,431350,2791800,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6926.178414293044,1
10025,10025,431400,2791800,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6968.3354842296585,1
10026,10026,431450,2791800,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,7010.595653361381,1
10027,10027,431500,2791800,BIOTITE SCHIST,7052.957068427736,1
10028,10028,431550,2791800,BIOTITE SCHIST,7095.417916038495,1
10029,10029,431600,2791800,BIOTITE SCHIST,7137.976421745546,1
10030,10030,431650,2791800,BIOTITE SCHIST,7180.630849135098,1
10031,10031,445900,2791800,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,4382.646678910433,1
10032,10032,445950,2791800,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,4432.152170879671,1
10033,10033,446000,2791800,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,4481.6686423141655,1
10034,10034,446050,2791800,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,4531.1957332663105,1
10035,10035,446100,2791800,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,4580.73309928002,1
10036,10036,446150,2791800,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,4630.280410569997,1
10037,10037,446200,2791800,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,4679.837351252389,1
10038,10038,446250,2791800,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,4729.403618623146,1
10039,10039,446300,2791800,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,4778.978922480662,1
10040,10040,446350,2791800,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,4828.562984489604,1
10041,10041,446400,2791800,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,4878.1555375830185,1
10042,10042,446450,2791800,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,4927.756325400089,1
10043,10043,446500,2791800,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,4977.365101757085,1
10044,10044,446550,2791800,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,5026.981630149252,1
10045,10045,446600,2791800,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,5076.605683281572,1
10046,10046,446650,2791800,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,5126.237042626441,1
10047,10047,446700,2791800,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,5175.875498006516,1
10048,10048,447650,2791800,STAU-KYANITE-GRAPHITE-MICA SCHIST&CALC SIL MARBLE,5844.084737315759,1
10049,10049,447700,2791800,"QUARTZITE, MARBLE, CONGLOMERATE",5879.451422070518,1
10050,10050,447750,2791800,"QUARTZITE, MARBLE, CONGLOMERATE",5915.029301030304,1
10051,10051,447800,2791800,"QUARTZITE, MARBLE, CONGLOMERATE",5950.814586223223,1
10052,10052,447850,2791800,"QUARTZITE, MARBLE, CONGLOMERATE",5986.803558424736,1
10053,10053,447900,2791800,"QUARTZITE, MARBLE, CONGLOMERATE",6022.992566384845,1
10054,10054,447950,2791800,"QUARTZITE, MARBLE, CONGLOMERATE",6059.378026026031,1
10055,10055,448000,2791800,"QUARTZITE, MARBLE, CONGLOMERATE",6095.956419615149,1
10056,10056,448050,2791800,"QUARTZITE, MARBLE, CONGLOMERATE",6132.724294912267,1
10057,10057,448100,2791800,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6169.678264299297,1
10058,10058,448150,2791800,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6206.815003891062,1
10059,10059,448200,2791800,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6244.131252631324,1
10060,10060,448250,2791800,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6281.623811376103,1
10061,10061,408800,2791850,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,10706.906069608374,0
10062,10062,430750,2791850,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6400.1466807372035,1
10063,10063,430800,2791850,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6441.089157053078,1
10064,10064,430850,2791850,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6482.158708583277,1
10065,10065,430900,2791850,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6523.352935218001,1
10066,10066,430950,2791850,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6564.66948989609,1
10067,10067,431000,2791850,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6606.106077389909,1
10068,10068,431050,2791850,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6647.660453113048,1
10069,10069,431100,2791850,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6689.330421950949,1
10070,10070,431150,2791850,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6731.11383711446,1
10071,10071,431200,2791850,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6773.0085990163225,1
10072,10072,431250,2791850,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6815.012654170521,1
10073,10073,431300,2791850,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6857.123994114415,1
10074,10074,431350,2791850,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6899.340654353495,1
10075,10075,431400,2791850,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6941.660713328634,1
10076,10076,431450,2791850,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6984.082291405614,1
10077,10077,431500,2791850,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,7026.603549886729,1
10078,10078,431550,2791850,BIOTITE SCHIST,7069.222690044222,1
10079,10079,446000,2791850,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,4475.044300164546,1
10080,10080,446050,2791850,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,4524.643902242907,1
10081,10081,446100,2791850,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,4574.252222579406,1
10082,10082,446150,2791850,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,4623.868980566097,1
10083,10083,446200,2791850,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,4673.493907464744,1
10084,10084,446250,2791850,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,4723.12674578809,1
10085,10085,446300,2791850,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,4772.767248719292,1
10086,10086,446350,2791850,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,4822.415179566795,1
10087,10087,446400,2791850,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,4872.070311252185,1
10088,10088,446450,2791850,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,4921.732425828703,1
10089,10089,446500,2791850,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,4971.40131402831,1
10090,10090,446550,2791850,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,5021.076774835366,1
10091,10091,446600,2791850,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,5070.758615085108,1
10092,10092,447550,2791850,STAU-KYANITE-GRAPHITE-MICA SCHIST&CALC SIL MARBLE,5738.225198507774,1
10093,10093,447600,2791850,STAU-KYANITE-GRAPHITE-MICA SCHIST&CALC SIL MARBLE,5773.374319784713,1
10094,10094,447650,2791850,STAU-KYANITE-GRAPHITE-MICA SCHIST&CALC SIL MARBLE,5808.741141065731,1
10095,10095,447700,2791850,"QUARTZITE, MARBLE, CONGLOMERATE",5844.321710127672,1
10096,10096,447750,2791850,"QUARTZITE, MARBLE, CONGLOMERATE",5880.112146807207,1
10097,10097,447800,2791850,"QUARTZITE, MARBLE, CONGLOMERATE",5916.108642223339,1
10098,10098,447850,2791850,"QUARTZITE, MARBLE, CONGLOMERATE",5952.307457965331,1
10099,10099,447900,2791850,"QUARTZITE, MARBLE, CONGLOMERATE",5988.7049252496745,1
10100,10100,447950,2791850,"QUARTZITE, MARBLE, CONGLOMERATE",6025.2974440495245,1
10101,10101,448000,2791850,"QUARTZITE, MARBLE, CONGLOMERATE",6062.081482199803,1
10102,10102,448050,2791850,"QUARTZITE, MARBLE, CONGLOMERATE",6099.053574481026,1
10103,10103,448100,2791850,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6136.210321684695,1
10104,10104,448150,2791850,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6173.548389662935,1
10105,10105,448200,2791850,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6211.064508364877,1
10106,10106,448250,2791850,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6248.755470862166,1
10107,10107,448300,2791850,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6286.618132365754,1
10108,10108,448350,2791850,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6324.649409236048,1
10109,10109,430850,2791900,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6453.862065574227,1
10110,10110,430900,2791900,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6495.2357582780105,1
10111,10111,430950,2791900,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6536.730034946266,1
10112,10112,431000,2791900,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6578.342613753399,1
10113,10113,431050,2791900,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6620.071263821802,1
10114,10114,431100,2791900,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6661.913804023171,1
10115,10115,431150,2791900,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6703.868101804343,1
10116,10116,431200,2791900,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6745.932072037566,1
10117,10117,431250,2791900,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6788.103675895083,1
10118,10118,431300,2791900,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6830.38091974786,1
10119,10119,431350,2791900,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6872.761854088276,1
10120,10120,431400,2791900,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6915.2445724765375,1
10121,10121,431450,2791900,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6957.827210510584,1
10122,10122,446300,2791900,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,4767.071939815952,1
10123,10123,447450,2791900,STAU-KYANITE-GRAPHITE-MICA SCHIST&CALC SIL MARBLE,5632.595355664399,1
10124,10124,447500,2791900,STAU-KYANITE-GRAPHITE-MICA SCHIST&CALC SIL MARBLE,5667.517361968305,1
10125,10125,447550,2791900,STAU-KYANITE-GRAPHITE-MICA SCHIST&CALC SIL MARBLE,5702.663908716013,1
10126,10126,447600,2791900,STAU-KYANITE-GRAPHITE-MICA SCHIST&CALC SIL MARBLE,5738.030869848315,1
10127,10127,447650,2791900,STAU-KYANITE-GRAPHITE-MICA SCHIST&CALC SIL MARBLE,5773.6141948429695,1
10128,10128,447700,2791900,"QUARTZITE, MARBLE, CONGLOMERATE",5809.409907938349,1
10129,10129,447750,2791900,"QUARTZITE, MARBLE, CONGLOMERATE",5845.414107316288,1
10130,10130,447800,2791900,"QUARTZITE, MARBLE, CONGLOMERATE",5881.622964248243,1
10131,10131,447850,2791900,"QUARTZITE, MARBLE, CONGLOMERATE",5918.032722208649,1
10132,10132,447900,2791900,"QUARTZITE, MARBLE, CONGLOMERATE",5954.6396959591375,1
10133,10133,447950,2791900,"QUARTZITE, MARBLE, CONGLOMERATE",5991.440270607089,1
10134,10134,448000,2791900,"QUARTZITE, MARBLE, CONGLOMERATE",6028.430900641755,1
10135,10135,448050,2791900,"QUARTZITE, MARBLE, CONGLOMERATE",6065.608108951022,1
10136,10136,448100,2791900,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6102.968485821666,1
10137,10137,448150,2791900,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6140.508687925815,1
10138,10138,448200,2791900,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6178.225437296089,1
10139,10139,448250,2791900,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6216.11552029179,1
10140,10140,448300,2791900,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6254.175786558328,1
10141,10141,448350,2791900,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6292.403147981898,1
10142,10142,448400,2791900,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6330.794577641303,1
10143,10143,448450,2791900,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6369.347108758679,1
10144,10144,431150,2791950,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6676.885618653788,1
10145,10145,447350,2791950,STAU-KYANITE-GRAPHITE-MICA SCHIST&CALC SIL MARBLE,5527.208377880711,1
10146,10146,447400,2791950,STAU-KYANITE-GRAPHITE-MICA SCHIST&CALC SIL MARBLE,5561.893118361297,1
10147,10147,447450,2791950,STAU-KYANITE-GRAPHITE-MICA SCHIST&CALC SIL MARBLE,5596.809597229011,1
10148,10148,447500,2791950,STAU-KYANITE-GRAPHITE-MICA SCHIST&CALC SIL MARBLE,5631.953504353066,1
10149,10149,447550,2791950,STAU-KYANITE-GRAPHITE-MICA SCHIST&CALC SIL MARBLE,5667.320608784614,1
10150,10150,447600,2791950,STAU-KYANITE-GRAPHITE-MICA SCHIST&CALC SIL MARBLE,5702.906757988843,1
10151,10151,447650,2791950,STAU-KYANITE-GRAPHITE-MICA SCHIST&CALC SIL MARBLE,5738.707877029013,1
10152,10152,447700,2791950,STAU-KYANITE-GRAPHITE-MICA SCHIST&CALC SIL MARBLE,5774.71996770708,1
10153,10153,447750,2791950,"QUARTZITE, MARBLE, CONGLOMERATE",5810.9391076653765,1
10154,10154,447800,2791950,"QUARTZITE, MARBLE, CONGLOMERATE",5847.361449453497,1
10155,10155,447850,2791950,"QUARTZITE, MARBLE, CONGLOMERATE",5883.983219564355,1
10156,10156,447900,2791950,"QUARTZITE, MARBLE, CONGLOMERATE",5920.800717443118,1
10157,10157,447950,2791950,"QUARTZITE, MARBLE, CONGLOMERATE",5957.810314472504,1
10158,10158,448000,2791950,"QUARTZITE, MARBLE, CONGLOMERATE",5995.008452937742,1
10159,10159,448050,2791950,"QUARTZITE, MARBLE, CONGLOMERATE",6032.391644974238,1
10160,10160,448100,2791950,"QUARTZITE, MARBLE, CONGLOMERATE",6069.956471500846,1
10161,10161,448150,2791950,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6107.699581141416,1
10162,10162,448200,2791950,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6145.617689137118,1
10163,10163,448250,2791950,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6183.707576251894,1
10164,10164,448300,2791950,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6221.96608767318,1
10165,10165,448350,2791950,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6260.3901319099205,1
10166,10166,448400,2791950,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6298.976679689736,1
10167,10167,448450,2791950,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6337.722762856951,1
10168,10168,448500,2791950,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6376.625473273083,1
10169,10169,448550,2791950,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6415.681961721231,1
10170,10170,447300,2792000,STAU-KYANITE-GRAPHITE-MICA SCHIST&CALC SIL MARBLE,5456.515103244681,1
10171,10171,447350,2792000,STAU-KYANITE-GRAPHITE-MICA SCHIST&CALC SIL MARBLE,5491.191098431864,1
10172,10172,447400,2792000,STAU-KYANITE-GRAPHITE-MICA SCHIST&CALC SIL MARBLE,5526.101907045992,1
10173,10173,447450,2792000,STAU-KYANITE-GRAPHITE-MICA SCHIST&CALC SIL MARBLE,5561.243106951662,1
10174,10174,447500,2792000,STAU-KYANITE-GRAPHITE-MICA SCHIST&CALC SIL MARBLE,5596.610358259488,1
10175,10175,447550,2792000,STAU-KYANITE-GRAPHITE-MICA SCHIST&CALC SIL MARBLE,5632.199402519181,1
10176,10176,447600,2792000,STAU-KYANITE-GRAPHITE-MICA SCHIST&CALC SIL MARBLE,5668.006061861388,1
10177,10177,447650,2792000,STAU-KYANITE-GRAPHITE-MICA SCHIST&CALC SIL MARBLE,5704.026238093356,1
10178,10178,447700,2792000,STAU-KYANITE-GRAPHITE-MICA SCHIST&CALC SIL MARBLE,5740.255911753192,1
10179,10179,447750,2792000,"QUARTZITE, MARBLE, CONGLOMERATE",5776.691141127201,1
10180,10180,447800,2792000,"QUARTZITE, MARBLE, CONGLOMERATE",5813.32806123459,1
10181,10181,447850,2792000,"QUARTZITE, MARBLE, CONGLOMERATE",5850.16288278348,1
10182,10182,447900,2792000,"QUARTZITE, MARBLE, CONGLOMERATE",5887.191891102034,1
10183,10183,447950,2792000,"QUARTZITE, MARBLE, CONGLOMERATE",5924.411445048156,1
10184,10184,448000,2792000,"QUARTZITE, MARBLE, CONGLOMERATE",5961.817975901108,1
10185,10185,448050,2792000,"QUARTZITE, MARBLE, CONGLOMERATE",5999.4079862381095,1
10186,10186,448100,2792000,"QUARTZITE, MARBLE, CONGLOMERATE",6037.178048798762,1
10187,10187,448150,2792000,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6075.124805340022,1
10188,10188,448200,2792000,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6113.2449654841785,1
10189,10189,448250,2792000,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6151.535305562155,1
10190,10190,448300,2792000,FINE AEOLIAN SAND AND SILT WITH OCCASSIONAL KANKAR,6189.992667454277,1
